Student,SUB_1,SUB_2,SUB_3,SUB_4,SUB_5,SUB_6,SUB_7,SUB_8,SUB_9,SUB_10,USUB_1,USUB_2,USUB_3,USUB_4,USUB_5,USUB_6,USUB_7,USUB_8,USUB_9,USUB_10,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9,SGD_10
95,Readings in Philippine History,Technopreneurship,Parallel & Distributed Computing,Life & Works of Rizal,Differential Calculus,Living in the IT Era,Art Appreciation,Data Structures & Algorithms,Physical Education 3,Ethics,1,2,3,1,3,2,1,3,2,2,75,78,88,75,74,97,92,71,78,82
96,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Living in the IT Era,Data Structures & Algorithms,Physical Education 3,Life & Works of Rizal,Ethics,Parallel & Distributed Computing,Understanding the Self,2,2,3,2,3,2,1,2,3,1,83,82,100,79,92,87,95,76,93,73
97,Living in the IT Era,Technopreneurship,Understanding the Self,Art Appreciation,Ethics,Data Structures & Algorithms,Differential Calculus,Computer Programming,Parallel & Distributed Computing,Physical Education 3,2,2,1,1,2,3,3,3,3,2,72,88,73,100,91,95,83,83,85,81
98,Parallel & Distributed Computing,Computer Programming,Understanding the Self,Life & Works of Rizal,Ethics,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Art Appreciation,Readings in Philippine History,3,3,1,1,2,1,2,3,1,1,99,83,93,70,97,77,94,84,85,97
99,Physical Education 3,Readings in Philippine History,Discrete Structures,Computer Programming,Life & Works of Rizal,Parallel & Distributed Computing,Understanding the Self,Ethics,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),2,1,3,3,1,3,1,2,1,2,90,75,84,84,82,80,79,97,79,79
100,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Living in the IT Era,Physical Education 3,Technopreneurship,Ethics,Essentials of Catholic Faith & Life,Differential Calculus,Life & Works of Rizal,Readings in Philippine History,2,1,2,2,2,2,1,3,1,1,88,72,93,71,86,71,77,79,98,82
101,Physical Education 3,Ethics,Data Structures & Algorithms,Life & Works of Rizal,Essentials of Catholic Faith & Life,Art Appreciation,Understanding the Self,Readings in Philippine History,Differential Calculus,Discrete Structures,2,2,3,1,1,1,1,1,3,3,89,98,85,92,79,79,95,82,79,85
102,Essentials of Catholic Faith & Life,Discrete Structures,Physical Education 3,Data Structures & Algorithms,Art Appreciation,Life & Works of Rizal,Ethics,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,1,3,2,3,1,1,2,1,2,2,88,87,80,94,73,70,99,70,100,90
103,Differential Calculus,Physical Education 3,Essentials of Catholic Faith & Life,Discrete Structures,Understanding the Self,Technopreneurship,Living in the IT Era,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,3,2,1,3,1,2,2,3,2,1,81,73,77,94,78,91,80,84,98,77
104,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Art Appreciation,Physical Education 3,Ethics,Readings in Philippine History,Essentials of Catholic Faith & Life,Understanding the Self,Computer Programming,Differential Calculus,2,2,1,2,2,1,1,1,3,3,77,85,97,77,73,89,83,73,97,100
105,Technopreneurship,Art Appreciation,Readings in Philippine History,Physical Education 3,Life & Works of Rizal,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Ethics,Parallel & Distributed Computing,Discrete Structures,2,1,1,2,1,1,2,2,3,3,99,93,89,96,99,85,83,97,98,74
106,Ethics,Technopreneurship,Computer Programming,Life & Works of Rizal,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Essentials of Catholic Faith & Life,Differential Calculus,Art Appreciation,2,2,3,1,1,2,2,1,3,1,79,79,77,76,70,76,75,94,92,86
107,Differential Calculus,Art Appreciation,Technopreneurship,Computer Programming,Data Structures & Algorithms,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Living in the IT Era,Ethics,3,1,2,3,3,2,2,1,2,2,74,99,74,93,76,84,75,90,74,86
108,Understanding the Self,Art Appreciation,Living in the IT Era,Differential Calculus,Life & Works of Rizal,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Computer Programming,Physical Education 3,Data Structures & Algorithms,1,1,2,3,1,1,3,3,2,3,100,72,98,76,90,89,90,71,78,90
109,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Ethics,Living in the IT Era,Technopreneurship,Art Appreciation,Understanding the Self,Physical Education 3,2,3,3,1,2,2,2,1,1,2,96,72,97,81,93,78,81,72,92,83
110,Computer Programming,Art Appreciation,Data Structures & Algorithms,Technopreneurship,Living in the IT Era,Understanding the Self,Readings in Philippine History,Essentials of Catholic Faith & Life,Differential Calculus,Parallel & Distributed Computing,3,1,3,2,2,1,1,1,3,3,92,97,88,73,70,95,80,84,78,90
111,Art Appreciation,Physical Education 3,Ethics,Understanding the Self,Computer Programming,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Readings in Philippine History,Differential Calculus,Technopreneurship,1,2,2,1,3,3,1,1,3,2,91,82,97,83,94,95,100,80,79,90
112,Technopreneurship,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Understanding the Self,Computer Programming,Art Appreciation,Readings in Philippine History,Life & Works of Rizal,Differential Calculus,2,2,2,1,1,3,1,1,1,3,74,94,83,81,87,85,88,74,77,87
113,Differential Calculus,Life & Works of Rizal,Technopreneurship,Parallel & Distributed Computing,Physical Education 3,Discrete Structures,Art Appreciation,Computer Programming,Readings in Philippine History,Data Structures & Algorithms,3,1,2,3,2,3,1,3,1,3,81,85,93,92,84,93,73,70,76,71
114,Essentials of Catholic Faith & Life,Physical Education 3,Readings in Philippine History,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Understanding the Self,Differential Calculus,Technopreneurship,Parallel & Distributed Computing,1,2,1,3,2,1,1,3,2,3,87,78,83,81,76,72,97,73,71,87
115,Readings in Philippine History,Computer Programming,Differential Calculus,Understanding the Self,Ethics,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Living in the IT Era,1,3,3,1,2,1,3,2,2,2,99,83,70,80,76,75,81,70,85,87
116,Parallel & Distributed Computing,Living in the IT Era,Art Appreciation,Computer Programming,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Ethics,Life & Works of Rizal,Data Structures & Algorithms,3,2,1,3,1,2,3,2,1,3,77,76,80,94,81,82,78,79,79,78
117,Technopreneurship,Art Appreciation,Physical Education 3,Life & Works of Rizal,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Readings in Philippine History,2,1,2,1,3,2,3,1,3,1,85,92,99,77,84,86,98,82,89,90
118,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Parallel & Distributed Computing,Computer Programming,Discrete Structures,Readings in Philippine History,Essentials of Catholic Faith & Life,Art Appreciation,Physical Education 3,Ethics,2,1,3,3,3,1,1,1,2,2,92,82,99,95,78,75,92,94,73,91
119,Physical Education 3,Differential Calculus,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Technopreneurship,Ethics,Discrete Structures,Computer Programming,Essentials of Catholic Faith & Life,2,3,2,2,1,2,2,3,3,1,95,96,97,83,75,81,77,73,73,94
120,Physical Education 3,Living in the IT Era,Data Structures & Algorithms,Art Appreciation,Differential Calculus,Essentials of Catholic Faith & Life,Life & Works of Rizal,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,2,2,3,1,3,1,1,3,2,1,80,80,73,95,98,90,90,71,70,85
121,Computer Programming,Readings in Philippine History,Data Structures & Algorithms,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Living in the IT Era,Discrete Structures,Ethics,Essentials of Catholic Faith & Life,3,1,3,3,2,1,2,3,2,1,83,93,78,78,82,87,92,86,71,80
122,Readings in Philippine History,Physical Education 3,Technopreneurship,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Parallel & Distributed Computing,Life & Works of Rizal,Computer Programming,1,2,2,3,1,2,3,3,1,3,88,88,99,91,86,82,85,80,76,70
123,Art Appreciation,Computer Programming,Life & Works of Rizal,Differential Calculus,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Technopreneurship,Understanding the Self,Readings in Philippine History,1,3,1,3,3,2,3,2,1,1,79,89,90,99,93,70,89,96,83,87
124,Understanding the Self,Data Structures & Algorithms,Parallel & Distributed Computing,Ethics,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Life & Works of Rizal,Computer Programming,Differential Calculus,1,3,3,2,2,2,1,1,3,3,76,97,98,99,86,78,76,92,87,90
125,Physical Education 3,Life & Works of Rizal,Essentials of Catholic Faith & Life,Technopreneurship,Differential Calculus,Readings in Philippine History,Living in the IT Era,Discrete Structures,Ethics,Understanding the Self,2,1,1,2,3,1,2,3,2,1,77,94,94,88,99,71,83,77,84,79
126,Technopreneurship,Art Appreciation,Discrete Structures,Living in the IT Era,Computer Programming,Understanding the Self,Readings in Philippine History,Differential Calculus,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),2,1,3,2,3,1,1,3,2,2,75,79,84,85,90,75,89,99,97,87
127,Art Appreciation,Ethics,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Readings in Philippine History,Technopreneurship,Parallel & Distributed Computing,Discrete Structures,Physical Education 3,1,2,1,2,1,1,2,3,3,2,94,98,90,85,87,99,88,77,99,83
128,Data Structures & Algorithms,Ethics,Art Appreciation,Life & Works of Rizal,Differential Calculus,Computer Programming,Readings in Philippine History,Understanding the Self,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),3,2,1,1,3,3,1,1,3,2,72,77,80,76,76,99,96,77,87,79
129,Technopreneurship,Living in the IT Era,Art Appreciation,Essentials of Catholic Faith & Life,Readings in Philippine History,Understanding the Self,Parallel & Distributed Computing,Ethics,Computer Programming,Physical Education 3,2,2,1,1,1,1,3,2,3,2,78,75,74,88,71,94,80,78,83,93
130,Art Appreciation,Data Structures & Algorithms,Ethics,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Technopreneurship,Readings in Philippine History,Differential Calculus,Understanding the Self,1,3,2,3,2,2,2,1,3,1,74,72,93,96,79,80,88,71,93,79
131,Ethics,Living in the IT Era,Differential Calculus,Parallel & Distributed Computing,Art Appreciation,Readings in Philippine History,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Understanding the Self,2,2,3,3,1,1,2,2,3,1,88,86,99,76,100,91,74,99,83,73
132,Ethics,Differential Calculus,Computer Programming,Life & Works of Rizal,Discrete Structures,Essentials of Catholic Faith & Life,Physical Education 3,Art Appreciation,Parallel & Distributed Computing,Readings in Philippine History,2,3,3,1,3,1,2,1,3,1,89,92,70,89,94,75,82,79,78,72
133,Understanding the Self,Living in the IT Era,Differential Calculus,Readings in Philippine History,Discrete Structures,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Art Appreciation,Ethics,1,2,3,1,3,3,2,3,1,2,93,86,85,93,93,79,93,79,78,77
134,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Differential Calculus,Understanding the Self,Ethics,Essentials of Catholic Faith & Life,Physical Education 3,Art Appreciation,Technopreneurship,1,2,1,3,1,2,1,2,1,2,78,100,97,88,91,90,90,95,83,84
135,Physical Education 3,Computer Programming,Understanding the Self,Parallel & Distributed Computing,Data Structures & Algorithms,Differential Calculus,Readings in Philippine History,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,2,3,1,3,3,3,1,2,2,1,83,80,98,90,96,71,86,70,70,90
136,Physical Education 3,Essentials of Catholic Faith & Life,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Readings in Philippine History,Data Structures & Algorithms,Understanding the Self,Computer Programming,Parallel & Distributed Computing,2,1,1,2,3,1,3,1,3,3,75,92,72,92,96,98,70,79,82,82
137,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Parallel & Distributed Computing,Readings in Philippine History,Art Appreciation,Living in the IT Era,Discrete Structures,Differential Calculus,Essentials of Catholic Faith & Life,Physical Education 3,2,1,3,1,1,2,3,3,1,2,97,77,73,70,94,94,81,87,96,85
138,Data Structures & Algorithms,Differential Calculus,Technopreneurship,Living in the IT Era,Ethics,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Computer Programming,Understanding the Self,3,3,2,2,2,1,2,2,3,1,78,98,72,75,81,78,86,92,83,81
139,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Art Appreciation,Parallel & Distributed Computing,Ethics,Differential Calculus,Data Structures & Algorithms,Life & Works of Rizal,Essentials of Catholic Faith & Life,2,2,3,1,3,2,3,3,1,1,75,98,82,94,74,80,98,84,98,72
140,Life & Works of Rizal,Ethics,Technopreneurship,Differential Calculus,Understanding the Self,Parallel & Distributed Computing,Art Appreciation,Discrete Structures,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),1,2,2,3,1,3,1,3,2,2,90,85,87,99,77,71,95,78,71,92
141,Physical Education 3,Readings in Philippine History,Parallel & Distributed Computing,Ethics,Life & Works of Rizal,Living in the IT Era,Technopreneurship,Computer Programming,Understanding the Self,Art Appreciation,2,1,3,2,1,2,2,3,1,1,85,93,83,98,78,81,88,86,94,95
142,Life & Works of Rizal,Art Appreciation,Discrete Structures,Technopreneurship,Readings in Philippine History,Living in the IT Era,Computer Programming,Understanding the Self,Essentials of Catholic Faith & Life,Data Structures & Algorithms,1,1,3,2,1,2,3,1,1,3,84,80,88,78,99,94,83,71,89,83
143,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Life & Works of Rizal,Living in the IT Era,Ethics,Technopreneurship,Data Structures & Algorithms,Readings in Philippine History,Computer Programming,1,2,1,1,2,2,2,3,1,3,78,73,95,82,90,80,74,74,71,91
144,Data Structures & Algorithms,Differential Calculus,Living in the IT Era,Readings in Philippine History,Technopreneurship,Parallel & Distributed Computing,Ethics,Art Appreciation,Computer Programming,Life & Works of Rizal,3,3,2,1,2,3,2,1,3,1,73,80,100,100,85,94,82,75,92,99
145,Data Structures & Algorithms,Readings in Philippine History,Discrete Structures,Art Appreciation,Life & Works of Rizal,Physical Education 3,Understanding the Self,Ethics,Differential Calculus,Living in the IT Era,3,1,3,1,1,2,1,2,3,2,96,90,93,92,92,85,74,96,86,85
146,Technopreneurship,Art Appreciation,Discrete Structures,Differential Calculus,Ethics,Parallel & Distributed Computing,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Data Structures & Algorithms,2,1,3,3,2,3,1,2,1,3,99,97,93,95,87,70,88,78,98,82
147,Physical Education 3,Data Structures & Algorithms,Readings in Philippine History,Parallel & Distributed Computing,Differential Calculus,Essentials of Catholic Faith & Life,Living in the IT Era,Life & Works of Rizal,Understanding the Self,Art Appreciation,2,3,1,3,3,1,2,1,1,1,99,83,75,89,87,98,98,70,74,74
148,Discrete Structures,Art Appreciation,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Differential Calculus,Parallel & Distributed Computing,Readings in Philippine History,Physical Education 3,Technopreneurship,3,1,3,2,1,3,3,1,2,2,93,97,86,79,83,85,82,82,92,83
149,Parallel & Distributed Computing,Computer Programming,Art Appreciation,Discrete Structures,Ethics,Understanding the Self,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Essentials of Catholic Faith & Life,3,3,1,3,2,1,2,2,3,1,78,99,77,80,77,84,86,96,95,81
